1,2,3,4,5,accuracy,macro avg,weighted avg
0.4,0.6929824561403509,0.5841346153846154,0.5238095238095238,0.0,0.622,0.440185319066898,0.6076810957682669
0.16,0.7400468384074942,0.6214833759590793,0.45454545454545453,0.0,0.622,0.39521513378240564,0.622
0.22857142857142856,0.7157417893544734,0.6022304832713754,0.4867256637168142,0.0,0.622,0.4066538729828183,0.611416239751774
50.0,427.0,391.0,121.0,11.0,0.622,1000.0,1000.0
