1.0,2.0,3.0,4.0,5.0,6.0,accuracy,macro avg,weighted avg
0.0,0.046228710462287104,0.2668463611859838,0.4701492537313433,0.3125,0.0,0.186,0.1826207208966024,0.3378956899584847
0.0,0.38,0.23185011709601874,0.16112531969309463,0.04132231404958678,0.0,0.186,0.13571629180645003,0.186
0.0,0.08242950108459869,0.24812030075187969,0.24000000000000002,0.07299270072992702,0.0,0.186,0.10725708376106757,0.21274096026360373
0.0,50.0,427.0,391.0,121.0,11.0,0.186,1000.0,1000.0
