1,2,3,4,5,accuracy,macro avg,weighted avg
0.25,0.6842105263157895,0.559375,0.3795180722891566,0.14705882352941177,0.532,0.4040324844268716,0.5709128535426535
0.5,0.6088992974238876,0.4578005115089514,0.5206611570247934,0.45454545454545453,0.532,0.5083812841006174,0.532
0.3333333333333333,0.6443618339529119,0.5035161744022504,0.4390243902439024,0.22222222222222224,0.532,0.4284915908309241,0.5442503896197965
50.0,427.0,391.0,121.0,11.0,0.532,1000.0,1000.0
